latitude in degrees;latitude radians;radius in meters;gc;gnorth
131;2.2863813201125716;6378135.0;9.787016159855781;0.015767380109437158
132;2.303834612632515;6378135.0;9.787843521085634;0.01583472785221174
133;2.321287905152458;6378135.0;9.78867389252203;0.01588277563384639
134;2.3387411976724017;6378135.0;9.789506261941986;0.015911466019380156
135;2.356194490192345;6378135.0;9.790339614781404;0.015920765181322363
136;2.3736477827122884;6378135.0;9.791172935372751;0.015910662935936355
137;2.3911010752322315;6378135.0;9.792005208183653;0.015881172750656616
138;2.4085543677521746;6378135.0;9.79283541905488;0.015832331722652943
139;2.426007660272118;6378135.0;9.793662556436267;0.015764200528590802
140;2.443460952792061;6378135.0;9.794485612619006;0.01567686334567197
141;2.4609142453120048;6378135.0;9.795303584962843;0.015570427744074364
142;2.478367537831948;6378135.0;9.79611547711667;0.01544502455094483
143;2.4958208303518914;6378135.0;9.79692030023106;0.015300807686132666
144;2.5132741228718345;6378135.0;9.797717074161243;0.015137953969886007
145;2.530727415391778;6378135.0;9.798504828659077;0.014956662902766602
146;2.548180707911721;6378135.0;9.79928260455259;0.014757156418071751
147;2.5656340004316642;6378135.0;9.800049454911665;0.014539678607085046
148;2.5830872929516078;6378135.0;9.800804446198415;0.014304495417509777
149;2.600540585471551;6378135.0;9.801546659400952;0.014051894325470729
150;2.6179938779914944;6378135.0;9.802275191149114;0.013782183981501054
151;2.6354471705114375;6378135.0;9.802989154810811;0.013495693830961993
152;2.652900463031381;6378135.0;9.803687681567759;0.013192773709372687
153;2.670353755551324;6378135.0;9.804369921469181;0.012873793413157248
154;2.6878070480712677;6378135.0;9.805035044462342;0.012539142246344406
155;2.705260340591211;6378135.0;9.805682241398598;0.012189228543783504
156;2.722713633111154;6378135.0;9.806310725013809;0.011824479171467452
157;2.7401669256310974;6378135.0;9.806919730881912;0.011445339004580089
158;2.7576202181510405;6378135.0;9.807508518340546;0.011052270383910838
159;2.775073510670984;6378135.0;9.80807637138763;0.010645752551304458
160;2.792526803190927;6378135.0;9.808622599547787;0.010226281064837965
161;2.8099800957108707;6378135.0;9.809146538707635;0.009794367194439563
162;2.827433388230814;6378135.0;9.809647551918948;0.009350537298687333
163;2.8448866807507573;6378135.0;9.810125030168685;0.008895332183546038
164;2.8623399732707004;6378135.0;9.810578393115055;0.00842930644382188
165;2.8797932657906435;6378135.0;9.811007089788697;0.007953027788133584
166;2.897246558310587;6378135.0;9.811410599258139;0.007467076348217633
167;2.91469985083053;6378135.0;9.8117884312588;0.00697204397340269
168;2.9321531433504737;6378135.0;9.812140126784742;0.006468533511104808
169;2.949606435870417;6378135.0;9.812465258642531;0.005957158074211251
170;2.9670597283903604;6378135.0;9.812763431966491;0.005438540296234562
171;2.9845130209103035;6378135.0;9.81303428469479;0.004913311575133113
172;3.001966313430247;6378135.0;9.813277488005815;0.004382111306706003
173;3.01941960595019;6378135.0;9.813492746714257;0.003845586108482685
174;3.036872898470133;6378135.0;9.813679799626529;0.0033043890350373008
175;3.0543261909900767;6378135.0;9.813838419855028;0.0027591787856679874
176;3.07177948351002;6378135.0;9.813968415090912;0.0022106189053892806
177;3.0892327760299634;6378135.0;9.814069627835092;0.001659376980193112
178;3.1066860685499065;6378135.0;9.8141419355871;0.0011061238275405772
179;3.12413936106985;6378135.0;9.814185250991722;0.000551532683051115
